Customer ID,Gender,Age,Category,Unit Price,Quantity,Sales,Shipping Fee,Shipping Status,Order Date,Product_ID,Brand,Discount,Cost_Price,Stock_Keeping_Unit (SKU),Supplier_ID,Sales_Channel,Customer_Segment,Current_Stock_Level,Reorder_Level,Reorder_Quantity,Lead_Time,Stock_Out_Days,Warehouse_ID,Supplier_Lead_Time_Variability,Customer_Loyalty_Score,Return_Rate,Competitor_Price,Advertising_Spend,Weather_Conditions,Holiday_Flag,Shipping_Time,Delivery_Time,Order_Fulfillment_Rate,Logistics_Cost,Order_Cancellation_Rate,Fraudulent_Orders,Unexpected_Demand_Spike,Supplier_Delays,Customer_Complaints,Product_Return_Waste,Carbon_Emissions_Per_Order,Sustainable_Packaging_Flag,Product,State,City,Postal_Code,Delivery_Address,Calculated Sales,Year,Month,Weekday,Quarter,Last_Month_Sales,Stockout_Risk,Profit Margin,Fulfillment_Efficiency,Delivery_Delay,Unexpected_Demand_Spike_Flag,Supplier_Performance_Score,Customer_Satisfaction_Score,Loyalty_Segment,Logistics_Efficiency_Score,Sustainability_Score,Price_Competitiveness,Is_Cheaper_Than_Competitor,Ad_Efficiency
CUST0012,Male,28.0,Footwear,300.0,5,1500,13.09,Delivered,2019-06-03,PID00126,Louis Vuitton,31.02,237.01,SKU000617,SUP001,Online,Professionals,22,16,25,8,1,WH001,0,62,5.2,1495.78,6069,Rainy,1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000012,99.17,57,0.47,2,1,0,4,69.53,57.437999999999995,1,Sneakers,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",1500.0,2019,6,0,2,1500.0,0.0146666666666666,-5811.05,98.7,0,1,100,86.8,Medium,173.98245614035088,148.78,-1195.78,1,0.2471576866040533
CUST0140,Male,49.0,Tops,100.0,2,200,10.96,Delivered,2022-03-18,PID00984,Puma,8.3,163.38,SKU000752,SUP003,Offline,Professionals,164,14,41,6,2,WH003,2,98,8.79,49.23,2794,Cloudy,1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000013,90.56,154,1.33,2,1,6,1,52.75,204.974,0,Tank Top,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",200.0,2022,3,4,1,,0.82,-3074.76,89.23,0,1,92,89.21000000000001,High,58.8051948051948,98.1,50.77,0,0.0715819613457408
CUST0152,Female,69.0,Bottoms,200.0,3,600,19.07,Delivered,2021-01-12,PID00045,Prada,33.35,247.44,SKU000090,SUP002,Marketplace,Professionals,496,39,60,7,0,WH003,0,2,2.5,101.62,2458,Sunny,0,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000009,90.64,168,8.3,0,0,2,6,12.76,206.416,0,Cargo Pants,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",600.0,2021,1,1,1,,0.8266666666666667,-2768.32,82.34,0,0,98,85.5,Low,53.95238095238095,97.07,98.38,0,0.2441008950366151
CUST0092,Female,32.0,Tops,30.0,5,150,15.68,Delivered,2020-03-09,PID00344,H&M,38.96,244.55,SKU000162,SUP001,Offline,Families,371,40,72,9,2,WH003,3,49,7.7,304.15,5675,Snowy,1,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000003,91.67,217,4.3,0,1,8,6,86.77,59.38199999999998,1,Tank Top,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",150.0,2020,3,0,1,800.0,2.473333333333333,-6964.75,87.37,0,1,89,80.3,Low,42.244239631336406,145.54000000000002,-274.15,1,0.026431718061674
CUST0271,Male,49.0,Tops,200.0,2,400,8.05,In Transit,2023-04-10,PID00305,Under Armour,17.42,80.46,SKU000440,SUP001,Marketplace,Professionals,430,11,38,4,1,WH001,1,96,7.2,936.83,5259,Sunny,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000001,84.55,327,8.19,2,1,0,19,86.77,208.516,0,Tank Top,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",400.0,2023,4,0,2,50.0,1.075,-5346.92,76.36,-1,1,99,54.8,High,25.85626911314985,95.57,-736.83,1,0.0760600874691005
CUST0210,Female,30.0,Bottoms,300.0,5,1500,16.68,Returned,2021-06-19,PID00501,Under Armour,40.3,157.59,SKU000368,SUP003,Online,Professionals,347,28,90,5,2,WH002,3,25,4.0,34.91,6049,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000004,85.22,111,8.25,2,1,6,16,61.25,207.98399999999998,0,Baggy Pants,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",1500.0,2021,6,5,2,3200.0,0.2313333333333333,-5447.95,76.97,-1,1,91,64.0,Low,76.77477477477478,95.95,265.09000000000003,0,0.2479748718796495
CUST0263,Female,40.0,Bottoms,300.0,1,300,11.65,Delivered,2024-05-26,PID00669,Prada,29.72,72.03,SKU000077,SUP002,Marketplace,Families,438,6,62,9,3,WH003,1,71,8.97,1782.85,8570,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000006,97.47,448,6.36,2,1,3,6,87.23,206.27599999999995,0,Flared Jeans,Telangana,Hyderabad,500001,"99, Banjara Hills, Hyderabad",300.0,2024,5,6,2,200.0,1.46,-8790.03,91.11,0,1,96,79.03,Medium,21.756696428571427,97.17,-1482.85,1,0.0350058343057176
CUST0253,Female,51.0,Footwear,50.0,3,150,14.99,In Transit,2023-04-18,PID00910,Zara,0.96,231.56,SKU000624,SUP001,Marketplace,Students,76,5,36,4,4,WH002,1,28,0.27,53.74,1247,Sunny,0,1970-01-01 00:00:00.000000002,1970-01-01 00:00:00.000000006,85.04,315,8.33,1,0,9,0,79.62,58.33199999999998,1,Sneakers,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",150.0,2023,4,1,2,,0.5066666666666667,-2106.6800000000003,76.71000000000001,0,0,90,99.73,Low,26.9968253968254,147.29000000000002,-3.740000000000002,1,0.1202886928628708
CUST0265,Female,38.0,Outerwear,50.0,4,200,7.52,In Transit,2023-05-29,PID00378,Gucci,48.91,170.72,SKU000614,SUP003,Offline,Families,58,39,83,13,0,WH003,1,3,3.04,97.93,2380,Cloudy,1,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000010,82.08,299,7.38,1,0,5,0,29.57,57.827999999999996,1,Denim Jacket,Maharashtra,Mumbai,400001,"101, Marine Drive, Mumbai",200.0,2023,5,0,2,,0.29,-3161.88,74.7,0,0,94,96.96,Low,27.451505016722404,148.13,-47.93000000000001,1,0.0840336134453781
CUST0250,Female,64.0,Outerwear,1500.0,1,1500,18.19,In Transit,2021-06-01,PID00254,Prada,26.27,709.68,SKU000489,SUP004,Online,Professionals,140,18,42,10,2,WH002,0,74,9.88,100.2,4159,Sunny,1,1970-01-01 00:00:00.000000003,1970-01-01 00:00:00.000000008,83.7,238,0.48,1,0,5,16,28.12,58.18799999999999,1,Denim Jacket,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",1500.0,2021,6,1,2,500.0,0.0933333333333333,-3606.68,83.22,0,0,95,58.12,Medium,35.16806722689076,147.53,1399.8,0,0.3606636210627554
CUST0060,Male,41.0,Tops,50.0,3,150,5.55,Delivered,2022-05-08,PID00820,Prada,47.28,43.6,SKU000259,SUP003,Offline,Students,397,41,27,5,3,WH001,3,93,5.35,218.61,5502,Snowy,1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000010,86.68,346,3.49,0,0,9,6,18.05,58.349999999999994,1,Oversized T-Shirt,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",150.0,2022,5,6,2,7500.0,2.6466666666666665,-5828.8,83.19000000000001,0,0,88,82.65,High,25.05202312138729,147.26,-168.61,1,0.0272628135223555
CUST0284,Female,64.0,Outerwear,300.0,3,900,19.12,In Transit,2019-07-07,PID00808,Levi's,0.25,1161.33,SKU000619,SUP003,Offline,Families,438,13,78,12,3,WH002,1,29,9.79,330.59,8104,Sunny,1,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000013,96.86,332,4.93,1,1,5,14,20.07,57.83999999999998,1,Denim Jacket,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",900.0,2019,7,6,3,60.0,0.4866666666666667,-11019.99,91.93,0,1,94,62.21,Low,29.17469879518072,148.11,-30.58999999999997,1,0.111056268509378
CUST0178,Female,44.0,Footwear,1658.43232665955,3,2400,19.31,Delivered,2020-10-06,PID00175,Nike,8.14,18.84,SKU000606,SUP003,Marketplace,Professionals,328,22,46,2,1,WH003,1,78,2.34,332.85,6656,Snowy,1,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000002,99.35,463,7.67,1,1,7,7,32.83,58.27799999999999,1,Sneakers,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",4975.29697997865,2020,10,1,4,1200.0,0.1366666666666666,-4775.52,91.68,0,1,92,83.66,Medium,21.457883369330453,147.38,1325.5823266595498,0,0.3605769230769231
CUST0112,Female,33.0,Tops,800.0,2,1600,7.61,Returned,2019-03-27,PID00368,Prada,45.77,124.92,SKU000226,SUP001,Offline,Professionals,81,10,46,4,1,WH001,3,55,6.79,1756.5,7175,Snowy,0,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000011,92.54,238,7.56,2,1,4,4,5.22,209.15999999999997,0,Tank Top,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",1600.0,2019,3,2,1,3200.0,0.050625,-6062.84,84.98,0,1,93,85.21000000000001,Medium,38.88235294117647,95.11,-956.5,1,0.2229965156794425
CUST0211,Male,35.0,Outerwear,800.0,5,4000,15.61,In Transit,2022-02-25,PID00134,H&M,40.17,544.87,SKU000667,SUP002,Marketplace,Students,329,34,67,4,4,WH002,4,45,3.57,185.27,9727,Cloudy,0,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000007,81.32,391,4.98,0,1,9,1,17.77,207.46599999999998,0,Hoodie,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",4000.0,2022,2,4,1,,0.08225,-8842.35,76.33999999999999,-1,1,87,94.43,Low,20.79795396419437,96.32,614.73,0,0.4112264829855043
CUST0131,Female,67.0,Bottoms,3109.56061248665,4,6000,18.27,Unknown,2022-07-04,PID00557,Zara,19.21,83.78,SKU000032,SUP001,Offline,Students,38,33,44,7,1,WH001,4,20,9.03,331.96,6657,Snowy,0,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,95.65,60,5.51,1,1,7,1,97.98,57.75599999999999,1,Cargo Pants,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",12438.2424499466,2022,7,0,3,250.0,0.0063333333333333,-1052.12,90.14,-1,1,89,88.97,Low,159.41666666666669,148.25,2777.60061248665,0,0.9013068949977469
CUST0019,Male,69.0,Bottoms,200.0,1,200,12.86,In Transit,2023-08-16,PID00862,H&M,23.04,206.49,SKU000115,SUP004,Offline,Students,189,10,79,9,0,WH003,1,5,8.91,351.37,9083,Cloudy,1,1970-01-01 00:00:00.000000008,1970-01-01 00:00:00.000000005,93.97,220,7.78,1,1,9,10,29.49,204.80599999999998,0,Joggers,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",200.0,2023,8,2,3,,0.945,-9309.49,86.19,-1,1,90,71.09,Low,42.71363636363637,98.22,-151.37,1,0.0220191566662996
CUST0016,Male,61.0,Footwear,800.0,2,1600,19.07,Delivered,2022-04-25,PID00602,Louis Vuitton,34.17,595.4,SKU000407,SUP002,Online,Professionals,346,44,34,8,2,WH002,0,18,1.4,53.3,5629,Snowy,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000001,92.75,290,5.06,2,1,6,10,76.92,59.23199999999998,1,Sneakers,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",1600.0,2022,4,0,2,600.0,0.21625,-5509.8,87.69,-1,1,94,78.6,Low,31.98275862068965,145.79000000000002,746.7,0,0.2842423165748801
CUST0197,Female,54.0,Bottoms,30.0,3,90,14.77,In Transit,2019-07-15,PID00041,Gucci,40.18,590.84,SKU000194,SUP004,Marketplace,Students,351,35,64,3,1,WH003,0,53,7.01,306.78,1730,Snowy,1,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000010,98.8,322,0.72,1,0,1,7,76.55,208.06799999999998,0,Cargo Pants,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",90.0,2019,7,0,3,1600.0,3.9,-3734.52,98.08,0,0,99,78.99000000000001,Medium,30.6832298136646,95.89,-276.78,1,0.0520231213872832
CUST0087,Male,49.0,Tops,300.0,3,900,17.94,Unknown,2024-09-21,PID00779,Adidas,16.65,232.51,SKU000918,SUP002,Marketplace,Professionals,308,19,24,4,0,WH003,3,4,3.53,118.08,8801,Sunny,1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000007,97.45,275,7.82,0,0,2,4,38.25,58.194,1,Oversized T-Shirt,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",900.0,2024,9,5,3,400.0,0.3422222222222222,-8873.53,89.63,0,0,95,88.47,Low,35.43636363636364,147.51999999999998,181.92,0,0.1022611066924213
CUST0252,Male,55.0,Tops,200.0,3,600,8.26,Unknown,2024-03-02,PID00117,Levi's,47.24,67.21,SKU000691,SUP003,Online,Professionals,293,14,90,4,4,WH001,0,65,5.16,946.08,9089,Rainy,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000011,84.84,283,6.51,0,1,0,1,5.64,59.21999999999999,1,Oversized T-Shirt,Uttar Pradesh,Lucknow,226001,"5, Hazratganj, Lucknow",600.0,2024,3,5,1,7500.0,0.4883333333333333,-8973.63,78.33,0,1,100,92.84,Medium,29.97879858657244,145.81,-746.08,1,0.0660138629112113
CUST0106,Female,50.0,Bottoms,100.0,3,300,17.63,Delivered,2024-08-22,PID00744,Louis Vuitton,32.95,149.68,SKU000334,SUP002,Online,Families,498,11,99,4,3,WH002,4,7,4.17,937.3,6099,Sunny,1,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000011,87.0,483,0.3,1,1,0,19,17.77,57.072,1,Baggy Pants,Tamil Nadu,Chennai,600001,"12, Anna Salai, Chennai",300.0,2024,8,3,3,,1.66,-6731.04,86.7,0,1,96,57.83,Low,18.012422360248447,149.39,-837.3,1,0.0491883915395966
CUST0130,Male,68.0,Tops,50.0,3,150,8.99,Delivered,2022-06-24,PID00852,Puma,35.2,487.94,SKU000422,SUP001,Marketplace,Families,216,15,88,4,3,WH001,0,67,3.49,1689.94,7190,Sunny,0,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000012,88.05,371,5.0,2,1,6,19,52.86,203.62999999999997,0,Crop Top,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",150.0,2022,6,4,2,,1.44,-8874.82,83.05,0,1,94,58.51,Medium,23.733153638814013,99.06,-1639.94,1,0.0208623087621696
CUST0042,Male,57.0,Outerwear,200.0,5,1000,15.99,Returned,2020-05-05,PID00115,H&M,20.41,1258.56,SKU000465,SUP001,Marketplace,Families,302,9,91,4,0,WH002,0,28,2.88,105.16,4089,Sunny,0,1970-01-01 00:00:00.000000001,1970-01-01 00:00:00.000000003,94.07,401,5.26,0,0,2,11,82.14,57.827999999999996,1,Denim Jacket,Maharashtra,Mumbai,400001,"101, Marine Drive, Mumbai",1000.0,2020,5,1,2,30.0,0.302,-9782.8,88.80999999999999,0,0,98,75.12,Low,23.45885286783042,148.13,94.84,0,0.2445585717779408
CUST0186,Female,55.0,Outerwear,30.0,5,150,17.36,In Transit,2019-12-05,PID00871,Adidas,12.09,18.14,SKU000547,SUP004,Marketplace,Families,400,24,83,12,1,WH003,3,21,8.59,1488.28,7900,Cloudy,1,1970-01-01 00:00:00.000000009,1970-01-01 00:00:00.000000012,94.34,272,0.53,2,1,1,14,46.96,207.32599999999996,0,Denim Jacket,Delhi,New Delhi,110001,"23, Connaught Place, New Delhi",150.0,2019,12,3,4,,2.6666666666666665,-8112.7,93.81,0,1,96,63.41,Low,34.68382352941177,96.42,-1458.28,1,0.0189873417721519
CUST0129,Male,49.0,Tops,800.0,5,4000,15.97,Delivered,2020-11-12,PID00523,Adidas,29.57,583.37,SKU000257,SUP001,Offline,Professionals,455,5,64,8,1,WH001,3,67,5.0,1648.64,7561,Cloudy,1,1970-01-01 00:00:00.000000007,1970-01-01 00:00:00.000000006,86.84,172,1.66,1,1,8,14,95.25,57.91799999999998,1,Oversized T-Shirt,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",4000.0,2020,11,3,4,150.0,0.11375,-6649.85,85.18,-1,1,89,67.0,Medium,50.48837209302326,147.98000000000002,-848.6400000000001,1,0.52903055151435
CUST0252,Female,55.0,Tops,200.0,5,1000,13.29,Delivered,2021-05-17,PID00537,Under Armour,1.02,191.37,SKU000929,SUP002,Marketplace,Families,137,47,97,13,4,WH003,4,53,5.74,53.33,9446,Rainy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000002,96.1,392,3.23,1,1,0,1,65.06,206.668,0,Crop Top,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",1000.0,2021,5,0,2,6000.0,0.137,-9794.85,92.87,-1,1,96,92.26,Medium,24.51530612244898,96.89,146.67000000000002,0,0.105864916366716
CUST0125,Female,46.0,Tops,30.0,4,120,5.71,Delivered,2024-01-03,PID00942,Prada,3.12,924.83,SKU000166,SUP002,Online,Students,341,8,38,6,4,WH003,3,2,4.24,100.81,5381,Rainy,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000004,84.77,80,0.53,1,0,3,18,26.37,204.624,0,Oversized T-Shirt,Punjab,Chandigarh,160001,"56, Sector 17, Chandigarh",120.0,2024,1,2,1,,2.841666666666667,-9040.32,84.24,0,0,94,59.76,Low,105.9625,98.35,-70.81,1,0.0223006876045344
CUST0282,Male,68.0,Tops,200.0,3,600,7.93,In Transit,2023-06-22,PID00071,Prada,34.02,218.13,SKU000041,SUP004,Marketplace,Families,191,43,90,3,1,WH003,2,71,7.61,103.66,5848,Sunny,0,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000006,89.51,150,5.94,0,0,2,2,70.82,203.54599999999996,0,Crop Top,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",600.0,2023,6,3,2,,0.3183333333333333,-6052.39,83.57000000000001,0,0,96,88.39,Medium,59.67333333333333,99.12,96.34,0,0.1025991792065663
CUST0060,Male,41.0,Tops,50.0,3,150,5.55,Delivered,2022-05-08,PID00820,Prada,47.28,43.6,SKU000259,SUP003,Offline,Students,397,41,27,5,3,WH001,3,93,5.35,218.61,5502,Snowy,1,1970-01-01 00:00:00.000000005,1970-01-01 00:00:00.000000010,86.68,346,3.49,0,0,9,6,18.05,58.349999999999994,1,Oversized T-Shirt,Karnataka,Bangalore,560001,"45, MG Road, Bangalore",150.0,2022,5,6,2,7500.0,2.6466666666666665,-5828.8,83.19000000000001,0,0,88,82.65,High,25.05202312138729,147.26,-168.61,1,0.0272628135223555
CUST0133,Male,47.0,Bottoms,200.0,3,600,13.73,Delivered,2021-10-01,PID00855,Prada,2.03,1282.91,SKU000802,SUP004,Marketplace,Professionals,246,30,69,9,3,WH001,4,55,3.96,1664.02,6312,Sunny,1,1970-01-01 00:00:00.000000004,1970-01-01 00:00:00.000000007,80.51,77,0.37,0,1,5,3,94.27,59.495999999999995,1,Baggy Pants,Rajasthan,Jaipur,302001,"89, MI Road, Jaipur",600.0,2021,10,4,4,500.0,0.41,-9637.73,80.14,0,1,91,90.03999999999999,Medium,104.55844155844156,145.35,-1464.02,1,0.0950570342205323
CUST0055,Female,45.0,Tops,200.0,2,400,10.82,Returned,2021-01-03,PID00378,Zara,45.12,205.8,SKU000924,SUP001,Offline,Families,402,23,30,1,2,WH001,2,17,2.32,329.7,7961,Cloudy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000007,90.86,227,7.36,0,0,9,5,45.75,59.60999999999999,1,Tank Top,Gujarat,Ahmedabad,380001,"77, SG Highway, Ahmedabad",400.0,2021,1,6,1,200.0,1.005,-8199.6,83.5,0,0,89,87.68,Low,40.02643171806167,145.16,-129.7,1,0.0502449441024996
CUST0254,Female,49.0,Bottoms,30.0,2,60,7.56,Delivered,2019-01-05,PID00425,Louis Vuitton,15.33,264.68,SKU000931,SUP002,Marketplace,Students,419,10,56,12,0,WH003,3,74,2.52,923.13,5462,Snowy,1,1970-01-01 00:00:00.000000006,1970-01-01 00:00:00.000000003,91.97,70,0.61,0,1,6,9,39.89,57.31199999999999,1,Baggy Pants,Telangana,Hyderabad,500001,"99, Banjara Hills, Hyderabad",60.0,2019,1,5,1,4000.0,6.983333333333333,-6001.36,91.36,-1,1,91,79.48,Medium,131.38571428571427,148.99,-893.13,1,0.0109849871841816
